order_id,order_date,customer_id,product_id,category,region,channel,quantity,unit_price,discount_rate,unit_cost,year,quarter,month,week,dow,net_price,line_revenue,line_cogs,gross_profit,margin_pct
ORD100020,2023-12-27,C8774,P414,Furniture,West,Retail,9,489.59,0.21,210.27,2023,2023Q4,2023-12,52,Wednesday,386.7761,3480.9849,1892.43,1588.5548999999999,0.4563521375803727
ORD100021,2023-09-24,C7403,P217,Furniture,West,Retail,6,447.18,0.24,232.16,2023,2023Q3,2023-09,38,Sunday,339.8568,2039.1408000000001,1392.96,646.1808000000001,0.31688876020724027
ORD100022,2023-05-12,C2722,P447,Office Supplies,West,Online,3,70.8,0.02,41.34,2023,2023Q2,2023-05,19,Friday,69.384,208.152,124.02000000000001,84.13199999999998,0.40418540297474914
ORD100023,2024-10-29,C2353,P278,Furniture,South,Retail,6,439.8,0.06,372.3,2024,2024Q4,2024-10,44,Tuesday,413.412,2480.4719999999998,2233.8,246.67199999999957,0.09944558938782602
ORD100024,2024-07-16,C6431,P436,Furniture,West,Retail,4,420.13,0.02,242.35,2024,2024Q3,2024-07,29,Tuesday,411.7274,1646.9096,969.4,677.5096,0.4113823855298433
ORD100025,2024-04-08,C1426,P663,Office Supplies,South,Online,2,436.19,0.0,191.98,2024,2024Q2,2024-04,15,Monday,436.19,872.38,383.96,488.42,0.5598706985487976
ORD100026,2023-10-17,C3870,P201,Technology,West,Retail,8,80.08,0.15,52.97,2023,2023Q4,2023-10,42,Tuesday,68.068,544.544,423.76,120.78399999999999,0.22180760416054532
ORD100027,2024-08-15,C2243,P771,Technology,Central,Online,8,62.81,0.08,51.12,2024,2024Q3,2024-08,33,Thursday,57.7852,462.2816,408.96,53.321600000000046,0.11534441344842633
ORD100028,2024-01-28,C1185,P301,Office Supplies,Central,Retail,8,462.29,0.1,348.57,2024,2024Q1,2024-01,4,Sunday,416.06100000000004,3328.4880000000003,2788.56,539.9280000000003,0.16221419455320263
ORD100029,2023-11-16,C9268,P904,Office Supplies,West,Retail,4,91.04,0.14,70.67,2023,2023Q4,2023-11,46,Thursday,78.29440000000001,313.17760000000004,282.68,30.497600000000034,0.09738116646912177
ORD100030,2023-11-21,C1808,P758,Technology,South,Online,3,187.47,0.0,153.3,2023,2023Q4,2023-11,47,Tuesday,187.47,562.41,459.90000000000003,102.50999999999993,0.18226916306609048
ORD100031,2023-06-13,C1083,P345,Technology,Central,Retail,1,230.71,0.2,158.37,2023,2023Q2,2023-06,24,Tuesday,184.568,184.568,158.37,26.198000000000008,0.14194226518139658
ORD100032,2023-03-08,C9395,P606,Furniture,South,Retail,7,66.6,0.07,56.46,2023,2023Q1,2023-03,10,Wednesday,61.93799999999999,433.5659999999999,395.22,38.34599999999989,0.08844328199166886
ORD100033,2024-02-04,C2694,P199,Furniture,South,Online,3,15.21,0.14,6.31,2024,2024Q1,2024-02,5,Sunday,13.0806,39.2418,18.93,20.311799999999998,0.5176062260140972
ORD100034,2024-10-01,C8348,P189,Technology,East,Online,9,495.362,0.15,380.8799,2024,2024Q4,2024-10,40,Tuesday,421.0577,3789.5193,3427.9191,361.60019999999986,0.0954211263681913
ORD100035,2023-02-15,C1281,P959,Office Supplies,East,Retail,8,438.95,0.21,344.86,2023,2023Q1,2023-02,7,Wednesday,346.7705,2774.164,2758.88,15.284000000000106,0.005509407518805703
ORD100036,2024-09-09,C2381,P821,Technology,Central,Retail,2,456.61,0.09,371.0,2024,2024Q3,2024-09,37,Monday,415.5151,831.0302,742.0,89.03020000000004,0.10713232804295203
ORD100037,2024-08-18,C1995,P238,Furniture,West,Online,9,145.86,0.0,89.73,2024,2024Q3,2024-08,33,Sunday,145.86,1312.7400000000002,807.57,505.1700000000002,0.3848210612916496
ORD100038,2023-07-19,C7355,P354,Furniture,West,Online,2,113.95,0.1,85.97,2023,2023Q3,2023-07,29,Wednesday,102.555,205.11,171.94,33.170000000000016,0.16171810248159532
ORD100039,2024-03-30,C6580,P277,Furniture,East,Online,5,215.8,0.12,105.26,2024,2024Q1,2024-03,13,Saturday,189.90400000000002,949.5200000000001,526.3000000000001,423.22,0.4457199427078945
ORD100040,2023-04-29,C5279,P455,Office Supplies,West,Online,5,229.39,0.02,154.01,2023,2023Q2,2023-04,17,Saturday,224.80219999999997,1124.011,770.05,353.961,0.31490883986010815
ORD100041,2024-06-29,C3174,P361,Office Supplies,West,Online,9,9.1817,0.11,5.2488,2024,2024Q2,2024-06,26,Saturday,8.171712999999999,73.54541699999999,47.239200000000004,26.306216999999982,0.35768669310828693
ORD100042,2024-05-19,C1799,P394,Furniture,West,Online,6,390.73,0.07,261.12,2024,2024Q2,2024-05,20,Sunday,363.3789,2180.2734,1566.72,613.5534,0.2814112211798759
ORD100043,2023-09-13,C6122,P575,Office Supplies,Central,Online,8,495.362,0.0,350.84,2023,2023Q3,2023-09,37,Wednesday,495.362,3962.896,2806.72,1156.1760000000004,0.2917502755560581
ORD100044,2023-02-18,C3076,P269,Office Supplies,Central,Online,6,266.7,0.15,148.33,2023,2023Q1,2023-02,7,Saturday,226.695,1360.17,889.98,470.19000000000005,0.3456847305851475
ORD100045,2024-11-29,C6311,P893,Furniture,West,Online,8,197.19,0.05,98.06,2024,2024Q4,2024-11,48,Friday,187.3305,1498.644,784.48,714.164,0.47654012560688197
ORD100046,2023-11-17,C7186,P754,Office Supplies,East,Online,8,199.41,0.07,108.63,2023,2023Q4,2023-11,46,Friday,185.45129999999997,1483.6103999999998,869.04,614.5703999999998,0.41423974919561085
ORD100047,2024-10-05,C8644,P783,Furniture,Central,Retail,8,52.56,0.06,36.73,2024,2024Q4,2024-10,40,Saturday,49.4064,395.2512,293.84,101.41120000000001,0.2565740470870171
ORD100048,2024-05-03,C5445,P252,Office Supplies,East,Online,4,136.75,0.2,96.35,2024,2024Q2,2024-05,18,Friday,109.4,437.6,385.4,52.200000000000045,0.1192870201096893
ORD100049,2024-07-14,C1042,P736,Furniture,West,Online,4,253.56,0.1,186.01,2024,2024Q3,2024-07,28,Sunday,228.204,912.816,744.04,168.77600000000007,0.18489597027221266
ORD100050,2024-07-01,C3525,P851,Technology,West,Online,9,218.76,0.11,99.96,2024,2024Q3,2024-07,27,Monday,194.69639999999998,1752.2676,899.64,852.6275999999999,0.48658526814055114
ORD100051,2023-05-21,C8679,P257,Technology,East,Online,7,274.79,0.06,211.13,2023,2023Q2,2023-05,20,Sunday,258.3026,1808.1182,1477.9099999999999,330.20820000000003,0.18262533942747772
ORD100052,2023-09-20,C5798,P775,Technology,West,Online,9,425.29,0.14,301.81,2023,2023Q3,2023-09,38,Wednesday,365.74940000000004,3291.7446000000004,2716.29,575.4546000000005,0.17481751166235693
ORD100053,2023-12-03,C6571,P421,Office Supplies,West,Online,6,116.49,0.21,48.2,2023,2023Q4,2023-12,48,Sunday,92.0271,552.1626,289.20000000000005,262.96259999999995,0.4762412376354356
ORD100054,2023-12-25,C5119,P808,Furniture,South,Online,9,18.69,0.15,10.3,2023,2023Q4,2023-12,52,Monday,15.8865,142.9785,92.7,50.278499999999994,0.351650772668618
ORD100055,2023-02-01,C2464,P530,Technology,South,Online,7,23.92,0.15,14.59,2023,2023Q1,2023-02,5,Wednesday,20.332,142.324,102.13,40.19400000000002,0.2824119614400945
ORD100056,2024-01-29,C9069,P821,Technology,East,Online,7,71.41,0.15,40.15,2024,2024Q1,2024-01,5,Monday,60.698499999999996,424.8895,281.05,143.8395,0.33853390116724463
ORD100057,2023-04-22,C7955,P232,Furniture,Central,Online,2,287.39,0.0,130.14,2023,2023Q2,2023-04,16,Saturday,287.39,574.78,260.28,314.5,0.5471658721597829
ORD100058,2024-06-19,C9955,P449,Furniture,Central,Retail,6,405.05,0.03,199.81,2024,2024Q2,2024-06,25,Wednesday,392.8985,2357.391,1198.8600000000001,1158.531,0.49144626411146897
ORD100059,2024-05-06,C8698,P345,Office Supplies,West,Retail,7,443.97,0.08,182.5,2024,2024Q2,2024-05,19,Monday,408.45240000000007,2859.1668000000004,1277.5,1581.6668000000004,0.553191510198006
ORD100060,2024-10-26,C3619,P323,Office Supplies,West,Online,7,319.38,0.04,141.13,2024,2024Q4,2024-10,43,Saturday,306.6048,2146.2336,987.91,1158.3236000000002,0.5397006178637778
ORD100061,2024-06-20,C3288,P377,Office Supplies,South,Online,9,204.56,0.01,106.34,2024,2024Q2,2024-06,25,Thursday,202.5144,1822.6296,957.0600000000001,865.5695999999999,0.47490153786594924
ORD100062,2023-09-21,C3236,P443,Technology,West,Online,3,81.48,0.0,62.66,2023,2023Q3,2023-09,38,Thursday,81.48,244.44,187.98,56.46000000000001,0.23097692685321555
ORD100063,2024-11-27,C9268,P214,Technology,East,Online,3,203.7,0.0,129.75,2024,2024Q4,2024-11,48,Wednesday,203.7,611.0999999999999,389.25,221.8499999999999,0.3630338733431516
ORD100064,2023-10-23,C6011,P735,Furniture,West,Online,9,169.55,0.08,100.21,2023,2023Q4,2023-10,43,Monday,155.98600000000002,1403.8740000000003,901.89,501.98400000000026,0.35757055120331327
ORD100065,2023-08-23,C5089,P594,Office Supplies,West,Online,9,435.66,0.09,304.08,2023,2023Q3,2023-08,34,Wednesday,396.4506,3568.0554,2736.72,831.3354000000004,0.23299397201063649
ORD100066,2024-10-13,C9713,P845,Furniture,West,Online,2,245.93,0.04,158.3,2024,2024Q4,2024-10,41,Sunday,236.0928,472.1856,316.6,155.5856,0.3295009420024668
ORD100067,2023-09-24,C6430,P733,Furniture,East,Online,4,116.97,0.11,53.71,2023,2023Q3,2023-09,38,Sunday,104.1033,416.4132,214.84,201.5732,0.48407014955337635
ORD100068,2023-02-24,C9183,P233,Technology,East,Online,9,147.96,0.07,74.01,2023,2023Q1,2023-02,8,Friday,137.6028,1238.4252000000001,666.09,572.3352000000001,0.462147572578465
ORD100069,2023-12-05,C9860,P162,Technology,South,Retail,2,72.55,0.19,36.28,2023,2023Q4,2023-12,49,Tuesday,58.7655,117.531,72.56,44.971000000000004,0.3826309654474139
ORD100070,2024-07-26,C1714,P480,Furniture,East,Retail,8,459.7,0.09,307.99,2024,2024Q3,2024-07,30,Friday,418.327,3346.616,2463.92,882.6959999999999,0.26375777800620087
ORD100071,2023-05-17,C4253,P532,Technology,Central,Online,2,29.92,0.16,18.18,2023,2023Q2,2023-05,20,Wednesday,25.1328,50.2656,36.36,13.9056,0.27664247517188695
ORD100072,2023-11-30,C7606,P315,Office Supplies,Central,Online,2,11.36,0.12,6.53,2023,2023Q4,2023-11,48,Thursday,9.9968,19.9936,13.06,6.9336,0.3467909731113956
ORD100073,2023-04-04,C8317,P803,Furniture,Central,Online,8,95.58,0.0,62.17,2023,2023Q2,2023-04,14,Tuesday,95.58,764.64,497.36,267.28,0.3495501150868382
ORD100074,2024-05-09,C2336,P622,Furniture,South,Retail,6,406.38,0.09,339.96,2024,2024Q2,2024-05,19,Thursday,369.80580000000003,2218.8348,2039.7599999999998,179.07480000000032,0.08070668442734011
ORD100075,2023-12-09,C3865,P772,Furniture,East,Online,5,264.12,0.0,142.99,2023,2023Q4,2023-12,49,Saturday,264.12,1320.6,714.95,605.6499999999999,0.45861729516886257
ORD100076,2023-08-26,C5933,P198,Technology,West,Online,8,314.79,0.09,199.6,2023,2023Q3,2023-08,34,Saturday,286.4589,2291.6712,1596.8,694.8712000000003,0.30321592382013624
ORD100077,2023-06-13,C8192,P832,Technology,East,Online,3,182.08,0.04,112.19,2023,2023Q2,2023-06,24,Tuesday,174.79680000000002,524.3904,336.57,187.8204,0.3581690282659637
ORD100078,2024-02-11,C2016,P285,Technology,Central,Retail,5,39.0,0.13,28.18,2024,2024Q1,2024-02,6,Sunday,33.93,169.65,140.9,28.75,0.1694665487768936
ORD100079,2024-04-27,C6406,P502,Technology,Central,Online,6,428.8,0.0,312.44,2024,2024Q2,2024-04,17,Saturday,428.8,2572.8,1874.6399999999999,698.1600000000003,0.2713619402985076
ORD100080,2024-11-08,C3667,P494,Technology,South,Online,7,99.99,0.1,72.8,2024,2024Q4,2024-11,45,Friday,89.991,629.937,509.59999999999997,120.33700000000005,0.19103021413252444
ORD100081,2023-11-11,C2946,P837,Furniture,West,Online,3,21.36,0.15,10.48,2023,2023Q4,2023-11,45,Saturday,18.156,54.467999999999996,31.44,23.027999999999995,0.4227803480942938
ORD100082,2023-04-26,C5638,P348,Technology,East,Online,6,288.49,0.17,173.7,2023,2023Q2,2023-04,17,Wednesday,239.4467,1436.6802,1042.1999999999998,394.4802000000002,0.2745775991066072
ORD100083,2024-08-22,C4725,P316,Furniture,South,Online,5,46.23,0.04,35.37,2024,2024Q3,2024-08,34,Thursday,44.380799999999994,221.90399999999997,176.85,45.053999999999974,0.20303374432186883
ORD100084,2024-03-29,C6720,P405,Office Supplies,Central,Online,5,52.4,0.1,29.96,2024,2024Q1,2024-03,13,Friday,47.16,235.79999999999998,149.8,85.99999999999997,0.36471586089906693
ORD100085,2024-05-19,C3858,P424,Office Supplies,South,Online,8,401.19,0.11,338.17,2024,2024Q2,2024-05,20,Sunday,357.0591,2856.4728,2705.36,151.11279999999988,0.05290188655043376
ORD100086,2023-03-12,C8408,P263,Technology,West,Online,4,248.35,0.22,140.11,2023,2023Q1,2023-03,10,Sunday,193.713,774.852,560.44,214.41199999999992,0.27671348851135436
ORD100087,2023-08-13,C1702,P258,Technology,West,Online,7,124.55,0.0,77.71,2023,2023Q3,2023-08,32,Sunday,124.55,871.85,543.9699999999999,327.8800000000001,0.3760738659173024
ORD100088,2024-07-06,C8756,P307,Office Supplies,West,Retail,9,177.57,0.03,108.95,2024,2024Q3,2024-07,27,Saturday,172.2429,1550.1861,980.5500000000001,569.6360999999998,0.3674630420179873
ORD100089,2024-08-22,C1268,P520,Technology,Central,Online,7,365.97,0.32,217.81,2024,2024Q3,2024-08,34,Thursday,248.8596,1742.0172,1524.67,217.34719999999993,0.12476753960867891
ORD100090,2023-11-10,C7622,P408,Furniture,East,Online,9,37.85,0.08,29.54,2023,2023Q4,2023-11,45,Friday,34.822,313.398,265.86,47.53800000000001,0.151685715926713
ORD100091,2024-08-02,C4117,P452,Technology,South,Online,6,62.66,0.0,29.44,2024,2024Q3,2024-08,31,Friday,62.66,375.96,176.64000000000001,199.31999999999996,0.5301627832748164
ORD100092,2024-08-29,C4449,P746,Technology,East,Online,3,310.05,0.05,203.22,2024,2024Q3,2024-08,35,Thursday,294.5475,883.6425,609.66,273.9825000000001,0.31006034680314726
ORD100093,2023-10-06,C1171,P316,Furniture,West,Online,9,305.45,0.0,207.21,2023,2023Q4,2023-10,40,Friday,305.45,2749.0499999999997,1864.89,884.1599999999996,0.3216238336880012
ORD100094,2024-10-08,C7318,P917,Office Supplies,West,Retail,6,486.37,0.12,380.85,2024,2024Q4,2024-10,41,Tuesday,428.0056,2568.0336,2285.1000000000004,282.93359999999984,0.11017519396942463
ORD100095,2023-07-27,C2489,P775,Technology,Central,Online,3,190.4,0.16,128.36,2023,2023Q3,2023-07,30,Thursday,159.936,479.808,385.08000000000004,94.72799999999995,0.19742897158863534
ORD100096,2023-06-22,C6931,P257,Furniture,Central,Retail,3,37.21,0.03,30.96,2023,2023Q2,2023-06,25,Thursday,36.0937,108.2811,92.88,15.4011,0.14223257798452363
ORD100097,2024-05-06,C7525,P382,Technology,South,Retail,3,271.08,0.06,214.82,2024,2024Q2,2024-05,19,Monday,254.81519999999998,764.4455999999999,644.46,119.98559999999986,0.15695766971515027
ORD100098,2024-04-03,C8606,P265,Furniture,South,Online,8,320.98,0.17,178.76,2024,2024Q2,2024-04,14,Wednesday,266.4134,2131.3072,1430.08,701.2272000000003,0.3290127298401658
ORD100099,2023-04-11,C7372,P345,Furniture,East,Online,1,74.1,0.0,58.31,2023,2023Q2,2023-04,15,Tuesday,74.1,74.1,58.31,15.789999999999992,0.21309041835357614
ORD100100,2024-08-22,C3713,P428,Furniture,East,Online,7,278.67,0.0,231.66,2024,2024Q3,2024-08,34,Thursday,278.67,1950.69,1621.62,329.07000000000016,0.1686941543761439
ORD100101,2023-05-24,C7646,P217,Furniture,South,Online,5,102.89,0.08,53.06,2023,2023Q2,2023-05,21,Wednesday,94.6588,473.294,265.3,207.99399999999997,0.43946046220742285
ORD100102,2024-08-02,C8432,P112,Technology,West,Online,1,423.14,0.04,285.45,2024,2024Q3,2024-08,31,Friday,406.21439999999996,406.21439999999996,285.45,120.76439999999997,0.2972922673346882
ORD100103,2023-01-06,C3854,P494,Furniture,East,Online,6,418.4,0.08,220.42,2023,2023Q1,2023-01,1,Friday,384.928,2309.568,1322.52,987.0480000000002,0.42737343087538454
ORD100104,2024-07-27,C2117,P730,Technology,South,Online,7,217.67,-0.0,150.69,2024,2024Q3,2024-07,30,Saturday,217.67,1523.6899999999998,1054.83,468.8599999999999,0.30771351127854085
ORD100105,2024-07-20,C9009,P372,Office Supplies,Central,Online,7,483.54,0.12,213.79,2024,2024Q3,2024-07,29,Saturday,425.5152,2978.6064,1496.53,1482.0764000000001,0.4975737646974773
ORD100106,2024-07-15,C2331,P873,Technology,East,Retail,5,489.99,0.09,357.88,2024,2024Q3,2024-07,29,Monday,445.89090000000004,2229.4545000000003,1789.4,440.0545000000002,0.19738213989117076
ORD100107,2024-04-23,C6343,P431,Office Supplies,South,Online,4,68.98,0.14,40.62,2024,2024Q2,2024-04,17,Tuesday,59.3228,237.2912,162.48,74.81120000000001,0.3152716999197611
ORD100108,2023-12-06,C3126,P909,Furniture,Central,Retail,2,187.02,0.12,124.24,2023,2023Q4,2023-12,49,Wednesday,164.57760000000002,329.15520000000004,248.48,80.67520000000005,0.2450977532786966
ORD100109,2024-05-22,C2134,P312,Office Supplies,Central,Online,1,302.16,0.12,124.38,2024,2024Q2,2024-05,21,Wednesday,265.9008,265.9008,124.38,141.5208,0.5322315690663586
ORD100110,2023-07-19,C7986,P584,Technology,South,Online,4,46.99,0.0,33.5,2023,2023Q3,2023-07,29,Wednesday,46.99,187.96,134.0,53.96000000000001,0.28708235794849973
ORD100111,2024-07-16,C2293,P786,Technology,West,Online,6,194.41,0.14,121.16,2024,2024Q3,2024-07,29,Tuesday,167.1926,1003.1556,726.96,276.1956,0.2753267788167658
ORD100112,2024-02-05,C7031,P153,Furniture,West,Online,1,134.28,0.07,91.49,2024,2024Q1,2024-02,6,Monday,124.8804,124.8804,91.49,33.3904,0.26737902825423365
ORD100113,2023-11-27,C7237,P936,Office Supplies,Central,Online,9,476.26,0.09,258.16,2023,2023Q4,2023-11,48,Monday,433.39660000000003,3900.5694000000003,2323.44,1577.1294000000003,0.40433312121045717
ORD100114,2023-12-31,C1541,P428,Office Supplies,East,Retail,6,208.73,0.18,97.19,2023,2023Q4,2023-12,52,Sunday,171.1586,1026.9516,583.14,443.8116000000001,0.4321640864087461
ORD100115,2024-02-14,C2556,P547,Office Supplies,East,Online,3,382.52,0.04,227.96,2024,2024Q1,2024-02,7,Wednesday,367.21919999999994,1101.6575999999998,683.88,417.7775999999998,0.3792263585346299
ORD100116,2023-01-27,C8148,P664,Technology,South,Online,9,196.42,0.21,162.01,2023,2023Q1,2023-01,4,Friday,155.1718,1396.5462,1458.09,-61.54379999999992,-0.0440685743156939
ORD100117,2023-04-11,C5565,P678,Office Supplies,East,Online,2,70.25,0.22,35.3,2023,2023Q2,2023-04,15,Tuesday,54.795,109.59,70.6,38.99000000000001,0.355780636919427
ORD100118,2023-06-26,C2092,P121,Office Supplies,Central,Online,9,432.26,0.16,304.37,2023,2023Q2,2023-06,26,Monday,363.09839999999997,3267.8855999999996,2739.33,528.5555999999997,0.1617423816794565
ORD100119,2023-03-24,C9924,P879,Furniture,West,Online,3,9.1817,0.02,5.2488,2023,2023Q1,2023-03,12,Friday,8.998066,26.994197999999997,15.746400000000001,11.247797999999996,0.4166746498636484
ORD100120,2023-11-13,C3384,P660,Office Supplies,East,Online,4,32.69,0.0,23.64,2023,2023Q4,2023-11,46,Monday,32.69,130.76,94.56,36.19999999999999,0.2768430712756194
ORD100121,2024-04-26,C1036,P997,Furniture,Central,Online,4,185.37,0.19,94.04,2024,2024Q2,2024-04,17,Friday,150.14970000000002,600.5988000000001,376.16,224.43880000000007,0.3736917223277836
ORD100122,2024-04-16,C9316,P523,Furniture,South,Online,9,345.01,0.11,208.1,2024,2024Q2,2024-04,16,Tuesday,307.0589,2763.5301,1872.8999999999999,890.6301000000001,0.3222798622674673
ORD100123,2023-12-06,C1149,P651,Technology,West,Online,3,174.14,0.04,98.47,2023,2023Q4,2023-12,49,Wednesday,167.1744,501.5232,295.40999999999997,206.1132,0.41097440756479464
ORD100124,2024-09-07,C5979,P496,Office Supplies,East,Retail,9,37.82,0.19,17.05,2024,2024Q3,2024-09,36,Saturday,30.634200000000003,275.7078,153.45000000000002,122.2578,0.44343250354179314
ORD100125,2024-02-11,C9936,P899,Office Supplies,East,Online,4,162.33,0.03,90.18,2024,2024Q1,2024-02,6,Sunday,157.4601,629.8404,360.72,269.1204,0.42728348324432663
ORD100126,2023-02-27,C6199,P848,Technology,East,Online,3,126.27,0.07,70.4,2023,2023Q1,2023-02,9,Monday,117.43109999999999,352.29329999999993,211.20000000000002,141.0932999999999,0.4004995269566578
ORD100127,2024-07-04,C6261,P916,Technology,South,Retail,6,9.1817,0.14,5.2488,2024,2024Q3,2024-07,27,Thursday,7.896261999999999,47.377571999999994,31.492800000000003,15.884771999999991,0.3352804149609016
ORD100128,2024-02-18,C4493,P553,Furniture,West,Online,7,269.73,0.01,225.91,2024,2024Q1,2024-02,7,Sunday,267.03270000000003,1869.2289000000003,1581.37,287.8589000000004,0.15399874247610892
ORD100129,2024-04-01,C2142,P811,Office Supplies,West,Online,4,62.74,0.09,38.37,2024,2024Q2,2024-04,14,Monday,57.0934,228.3736,153.48,74.89360000000002,0.3279433349564048
ORD100130,2024-02-12,C6153,P422,Technology,East,Retail,2,147.31,0.19,119.54,2024,2024Q1,2024-02,7,Monday,119.32110000000002,238.64220000000003,239.08,-0.43779999999998154,-0.0018345456084463748
ORD100131,2024-02-03,C9074,P514,Technology,West,Retail,4,322.39,0.12,195.92,2024,2024Q1,2024-02,5,Saturday,283.7032,1134.8128,783.68,351.1328,0.309419139438681
ORD100132,2023-03-07,C1819,P783,Technology,South,Retail,5,363.93,0.2,163.18,2023,2023Q1,2023-03,10,Tuesday,291.144,1455.72,815.9000000000001,639.8199999999999,0.4395213365207594
ORD100133,2024-02-07,C8922,P172,Technology,West,Online,1,135.41,0.19,68.19,2024,2024Q1,2024-02,6,Wednesday,109.6821,109.6821,68.19,41.49210000000001,0.37829417926899656
ORD100134,2024-07-26,C4735,P738,Technology,Central,Retail,1,167.95,0.1,97.98,2024,2024Q3,2024-07,30,Friday,151.155,151.155,97.98,53.175,0.35179120770070454
ORD100135,2023-08-07,C5825,P114,Furniture,East,Online,9,127.22,0.0,69.52,2023,2023Q3,2023-08,32,Monday,127.22,1144.98,625.68,519.3000000000001,0.45354504008803653
ORD100136,2024-03-10,C2488,P622,Furniture,East,Retail,1,478.66,0.01,377.96,2024,2024Q1,2024-03,10,Sunday,473.8734,473.8734,377.96,95.91340000000002,0.20240300468437356
ORD100137,2023-01-23,C6595,P529,Office Supplies,Central,Retail,4,99.31,0.16,70.05,2023,2023Q1,2023-01,4,Monday,83.4204,333.6816,280.2,53.481600000000014,0.16027734223283518
ORD100138,2023-09-08,C2640,P521,Office Supplies,East,Retail,7,95.67,0.0,63.17,2023,2023Q3,2023-09,36,Friday,95.67,669.69,442.19,227.50000000000006,0.33970941779032093
ORD100139,2023-11-11,C3458,P544,Furniture,West,Online,3,225.29,0.07,139.92,2023,2023Q4,2023-11,45,Saturday,209.51969999999997,628.5591,419.76,208.79909999999995,0.33218690175673216
